sample	CFU	group	mouse	day	abx	dose	time	Cdiff	preABX	recovDays
102-4-D3	0	102	4	3	metro	1	delayed	630dE	other	no
102-4-D4	0	102	4	4	metro	1	delayed	630dE	other	no
102-4-D5	0	102	4	5	metro	1	delayed	630dE	other	no
102-4-D6	0	102	4	6	metro	1	delayed	630dE	other	no
102-4-D7	0	102	4	7	metro	1	delayed	630dE	other	no
102-4-D8	0	102	4	8	metro	1	delayed	630dE	other	no
102-4-D9	0	102	4	9	metro	1	delayed	630dE	other	no
102-5-D-1	NA	102	5	-1	metro	1	delayed	630dE	other	recovD5
102-5-D-11	0	102	5	-11	metro	1	delayed	630dE	preAbx	no
102-5-D-2	NA	102	5	-2	metro	1	delayed	630dE	other	recovD4
102-5-D-3	NA	102	5	-3	metro	1	delayed	630dE	other	recovD3
102-5-D-4	NA	102	5	-4	metro	1	delayed	630dE	other	recovD2
102-5-D-5	NA	102	5	-5	metro	1	delayed	630dE	other	recovD1
102-5-D1	0	102	5	1	metro	1	delayed	630dE	other	no
102-5-D10	0	102	5	10	metro	1	delayed	630dE	other	no
102-5-D2	0	102	5	2	metro	1	delayed	630dE	other	no
102-5-D3	0	102	5	3	metro	1	delayed	630dE	other	no
102-5-D4	0	102	5	4	metro	1	delayed	630dE	other	no
102-5-D5	0	102	5	5	metro	1	delayed	630dE	other	no
102-5-D6	0	102	5	6	metro	1	delayed	630dE	other	no
102-5-D7	0	102	5	7	metro	1	delayed	630dE	other	no
102-5-D8	0	102	5	8	metro	1	delayed	630dE	other	no
102-5-D9	0	102	5	9	metro	1	delayed	630dE	other	no
103-1-D-6	0	103	1	-6	metro	1	on-time	630dE	preAbx	no
103-1-D0	NA	103	1	0	metro	1	on-time	630dE	other	no
103-1-D1	18300000	103	1	1	metro	1	on-time	630dE	other	no
103-1-D10	0	103	1	10	metro	1	on-time	630dE	other	no
103-1-D3	62000000	103	1	3	metro	1	on-time	630dE	other	no
103-1-D4	6000000	103	1	4	metro	1	on-time	630dE	other	no
103-1-D5	7500000	103	1	5	metro	1	on-time	630dE	other	no
103-1-D6	4800000	103	1	6	metro	1	on-time	630dE	other	no
103-1-D7	2300000	103	1	7	metro	1	on-time	630dE	other	no
103-1-D8	2180000	103	1	8	metro	1	on-time	630dE	other	no
103-1-D9	1750000	103	1	9	metro	1	on-time	630dE	other	no
103-2-D-6	0	103	2	-6	metro	1	on-time	630dE	preAbx	no
103-2-D0	NA	103	2	0	metro	1	on-time	630dE	other	no
103-2-D1	38300000	103	2	1	metro	1	on-time	630dE	other	no
103-2-D10	123000	103	2	10	metro	1	on-time	630dE	other	no
103-2-D3	36000000	103	2	3	metro	1	on-time	630dE	other	no
103-2-D4	11000000	103	2	4	metro	1	on-time	630dE	other	no
103-2-D5	16500000	103	2	5	metro	1	on-time	630dE	other	no
103-2-D6	4300000	103	2	6	metro	1	on-time	630dE	other	no
103-2-D7	2000000	103	2	7	metro	1	on-time	630dE	other	no
103-2-D8	1720000	103	2	8	metro	1	on-time	630dE	other	no
103-3-D-6	0	103	3	-6	metro	1	on-time	630dE	preAbx	no
103-3-D0	NA	103	3	0	metro	1	on-time	630dE	other	no
103-3-D1	43800000	103	3	1	metro	1	on-time	630dE	other	no
103-3-D10	NA	103	3	10	metro	1	on-time	630dE	other	no
103-3-D2	29000000	103	3	2	metro	1	on-time	630dE	other	no
103-3-D3	15100000	103	3	3	metro	1	on-time	630dE	other	no
103-3-D4	6000000	103	3	4	metro	1	on-time	630dE	other	no
103-3-D5	19500000	103	3	5	metro	1	on-time	630dE	other	no
103-3-D6	4600000	103	3	6	metro	1	on-time	630dE	other	no
103-3-D7	1900000	103	3	7	metro	1	on-time	630dE	other	no
103-3-D8	250000	103	3	8	metro	1	on-time	630dE	other	no
103-3-D9	50000	103	3	9	metro	1	on-time	630dE	other	no
107-1-D-1	NA	107	1	-1	metro	1	delayed	630dE	other	recovD5
107-1-D-11	0	107	1	-11	metro	1	delayed	630dE	preAbx	no
107-1-D-2	NA	107	1	-2	metro	1	delayed	630dE	other	recovD4
107-1-D-3	NA	107	1	-3	metro	1	delayed	630dE	other	recovD3
107-1-D-4	NA	107	1	-4	metro	1	delayed	630dE	other	recovD2
107-1-D0	NA	107	1	0	metro	1	delayed	630dE	other	no
107-1-D1	0	107	1	1	metro	1	delayed	630dE	other	no
107-1-D10	4900	107	1	10	metro	1	delayed	630dE	other	no
107-1-D2	0	107	1	2	metro	1	delayed	630dE	other	no
107-1-D3	0	107	1	3	metro	1	delayed	630dE	other	no
107-1-D4	0	107	1	4	metro	1	delayed	630dE	other	no
107-1-D5	0	107	1	5	metro	1	delayed	630dE	other	no
107-1-D6	0	107	1	6	metro	1	delayed	630dE	other	no
107-1-D7	200	107	1	7	metro	1	delayed	630dE	other	no
107-1-D8	1200	107	1	8	metro	1	delayed	630dE	other	no
107-1-D9	800	107	1	9	metro	1	delayed	630dE	other	no
107-3-D-1	NA	107	3	-1	metro	1	delayed	630dE	other	recovD5
107-3-D-11	0	107	3	-11	metro	1	delayed	630dE	preAbx	no
107-3-D-2	NA	107	3	-2	metro	1	delayed	630dE	other	recovD4
107-3-D-3	NA	107	3	-3	metro	1	delayed	630dE	other	recovD3
107-3-D-4	NA	107	3	-4	metro	1	delayed	630dE	other	recovD2
107-3-D-5	NA	107	3	-5	metro	1	delayed	630dE	other	recovD1
107-3-D0	NA	107	3	0	metro	1	delayed	630dE	other	no
107-3-D1	300	107	3	1	metro	1	delayed	630dE	other	no
107-3-D10	233000	107	3	10	metro	1	delayed	630dE	other	no
107-3-D2	0	107	3	2	metro	1	delayed	630dE	other	no
107-3-D3	0	107	3	3	metro	1	delayed	630dE	other	no
107-3-D4	11700	107	3	4	metro	1	delayed	630dE	other	no
107-3-D5	8100	107	3	5	metro	1	delayed	630dE	other	no
107-3-D6	16100	107	3	6	metro	1	delayed	630dE	other	no
107-3-D7	38600	107	3	7	metro	1	delayed	630dE	other	no
107-3-D8	185000	107	3	8	metro	1	delayed	630dE	other	no
107-3-D9	181000	107	3	9	metro	1	delayed	630dE	other	no
108-1-D-1	NA	108	1	-1	metro	1	delayed	630dE	other	recovD5
108-1-D-11	0	108	1	-11	metro	1	delayed	630dE	preAbx	no
108-1-D-2	NA	108	1	-2	metro	1	delayed	630dE	other	recovD4
108-1-D-3	NA	108	1	-3	metro	1	delayed	630dE	other	recovD3
108-1-D-4	NA	108	1	-4	metro	1	delayed	630dE	other	recovD2
108-1-D-5	NA	108	1	-5	metro	1	delayed	630dE	other	recovD1
108-1-D0	NA	108	1	0	metro	1	delayed	630dE	other	no
108-1-D1	100	108	1	1	metro	1	delayed	630dE	other	no
108-1-D10	71000	108	1	10	metro	1	delayed	630dE	other	no
108-1-D2	2080000	108	1	2	metro	1	delayed	630dE	other	no
108-1-D3	500000	108	1	3	metro	1	delayed	630dE	other	no
108-1-D4	1570000	108	1	4	metro	1	delayed	630dE	other	no
108-1-D5	810000	108	1	5	metro	1	delayed	630dE	other	no
108-1-D6	260000	108	1	6	metro	1	delayed	630dE	other	no
108-1-D7	127000	108	1	7	metro	1	delayed	630dE	other	no
108-1-D8	94000	108	1	8	metro	1	delayed	630dE	other	no
108-1-D9	39000	108	1	9	metro	1	delayed	630dE	other	no
108-2-D-11	0	108	2	-11	metro	1	delayed	630dE	preAbx	no
108-2-D-2	NA	108	2	-2	metro	1	delayed	630dE	other	recovD4
108-2-D-3	NA	108	2	-3	metro	1	delayed	630dE	other	recovD3
108-2-D-4	NA	108	2	-4	metro	1	delayed	630dE	other	recovD2
108-2-D-5	NA	108	2	-5	metro	1	delayed	630dE	other	recovD1
108-2-D0	NA	108	2	0	metro	1	delayed	630dE	other	no
108-2-D1	0	108	2	1	metro	1	delayed	630dE	other	no
108-2-D10	222000	108	2	10	metro	1	delayed	630dE	other	no
108-2-D2	6000	108	2	2	metro	1	delayed	630dE	other	no
108-2-D3	104000	108	2	3	metro	1	delayed	630dE	other	no
108-2-D4	101000	108	2	4	metro	1	delayed	630dE	other	no
108-2-D5	130000	108	2	5	metro	1	delayed	630dE	other	no
108-2-D6	59000	108	2	6	metro	1	delayed	630dE	other	no
108-2-D7	46000	108	2	7	metro	1	delayed	630dE	other	no
108-2-D8	66000	108	2	8	metro	1	delayed	630dE	other	no
108-2-D9	123000	108	2	9	metro	1	delayed	630dE	other	no
116-1-D-11	0	116	1	-11	metro	1	delayed	630dE	preAbx	no
116-1-D-2	NA	116	1	-2	metro	1	delayed	630dE	other	recovD4
116-1-D-3	NA	116	1	-3	metro	1	delayed	630dE	other	recovD3
116-1-D-5	NA	116	1	-5	metro	1	delayed	630dE	other	recovD1
116-1-D0	NA	116	1	0	metro	1	delayed	630dE	other	no
116-1-D1	0	116	1	1	metro	1	delayed	630dE	other	no
116-1-D10	0	116	1	10	metro	1	delayed	630dE	other	no
116-1-D2	0	116	1	2	metro	1	delayed	630dE	other	no
116-1-D3	0	116	1	3	metro	1	delayed	630dE	other	no
116-1-D4	0	116	1	4	metro	1	delayed	630dE	other	no
116-1-D5	0	116	1	5	metro	1	delayed	630dE	other	no
116-1-D6	0	116	1	6	metro	1	delayed	630dE	other	no
116-1-D7	0	116	1	7	metro	1	delayed	630dE	other	no
116-1-D8	0	116	1	8	metro	1	delayed	630dE	other	no
116-1-D9	0	116	1	9	metro	1	delayed	630dE	other	no
116-2-D-11	0	116	2	-11	metro	1	delayed	630dE	preAbx	no
116-2-D-2	NA	116	2	-2	metro	1	delayed	630dE	other	recovD4
116-2-D-3	NA	116	2	-3	metro	1	delayed	630dE	other	recovD3
116-2-D-5	NA	116	2	-5	metro	1	delayed	630dE	other	recovD1
116-2-D0	NA	116	2	0	metro	1	delayed	630dE	other	no
116-2-D1	0	116	2	1	metro	1	delayed	630dE	other	no
116-2-D10	0	116	2	10	metro	1	delayed	630dE	other	no
116-2-D2	200	116	2	2	metro	1	delayed	630dE	other	no
116-2-D3	0	116	2	3	metro	1	delayed	630dE	other	no
116-2-D4	0	116	2	4	metro	1	delayed	630dE	other	no
116-2-D5	1600	116	2	5	metro	1	delayed	630dE	other	no
116-2-D6	0	116	2	6	metro	1	delayed	630dE	other	no
116-2-D7	0	116	2	7	metro	1	delayed	630dE	other	no
116-2-D8	0	116	2	8	metro	1	delayed	630dE	other	no
116-2-D9	0	116	2	9	metro	1	delayed	630dE	other	no
116-3-D-11	0	116	3	-11	metro	1	delayed	630dE	preAbx	no
116-3-D-2	NA	116	3	-2	metro	1	delayed	630dE	other	recovD4
116-3-D-3	NA	116	3	-3	metro	1	delayed	630dE	other	recovD3
116-3-D-5	NA	116	3	-5	metro	1	delayed	630dE	other	recovD1
116-3-D0	NA	116	3	0	metro	1	delayed	630dE	other	no
116-3-D1	200	116	3	1	metro	1	delayed	630dE	other	no
116-3-D10	0	116	3	10	metro	1	delayed	630dE	other	no
116-3-D2	0	116	3	2	metro	1	delayed	630dE	other	no
116-3-D3	0	116	3	3	metro	1	delayed	630dE	other	no
116-3-D4	100	116	3	4	metro	1	delayed	630dE	other	no
116-3-D5	0	116	3	5	metro	1	delayed	630dE	other	no
116-3-D6	0	116	3	6	metro	1	delayed	630dE	other	no
116-3-D7	0	116	3	7	metro	1	delayed	630dE	other	no
116-3-D8	0	116	3	8	metro	1	delayed	630dE	other	no
116-3-D9	0	116	3	9	metro	1	delayed	630dE	other	no
116-4-D-11	0	116	4	-11	metro	1	delayed	630dE	preAbx	no
116-4-D-2	NA	116	4	-2	metro	1	delayed	630dE	other	recovD4
116-4-D-3	NA	116	4	-3	metro	1	delayed	630dE	other	recovD3
116-4-D-4	NA	116	4	-4	metro	1	delayed	630dE	other	recovD2
116-4-D-5	NA	116	4	-5	metro	1	delayed	630dE	other	recovD1
116-4-D0	NA	116	4	0	metro	1	delayed	630dE	other	no
116-4-D1	4600	116	4	1	metro	1	delayed	630dE	other	no
116-4-D10	0	116	4	10	metro	1	delayed	630dE	other	no
116-4-D2	15400	116	4	2	metro	1	delayed	630dE	other	no
116-4-D3	12400	116	4	3	metro	1	delayed	630dE	other	no
116-4-D4	69000	116	4	4	metro	1	delayed	630dE	other	no
116-4-D5	0	116	4	5	metro	1	delayed	630dE	other	no
116-4-D6	1300	116	4	6	metro	1	delayed	630dE	other	no
116-4-D7	100	116	4	7	metro	1	delayed	630dE	other	no
116-4-D8	0	116	4	8	metro	1	delayed	630dE	other	no
116-4-D9	0	116	4	9	metro	1	delayed	630dE	other	no
116-5-D-11	0	116	5	-11	metro	1	delayed	630dE	preAbx	no
116-5-D-2	NA	116	5	-2	metro	1	delayed	630dE	other	recovD4
116-5-D-3	NA	116	5	-3	metro	1	delayed	630dE	other	recovD3
116-5-D-4	NA	116	5	-4	metro	1	delayed	630dE	other	recovD2
116-5-D-5	NA	116	5	-5	metro	1	delayed	630dE	other	recovD1
116-5-D0	NA	116	5	0	metro	1	delayed	630dE	other	no
116-5-D1	1100	116	5	1	metro	1	delayed	630dE	other	no
116-5-D10	0	116	5	10	metro	1	delayed	630dE	other	no
116-5-D2	2000	116	5	2	metro	1	delayed	630dE	other	no
116-5-D3	1000	116	5	3	metro	1	delayed	630dE	other	no
116-5-D4	200	116	5	4	metro	1	delayed	630dE	other	no
116-5-D5	0	116	5	5	metro	1	delayed	630dE	other	no
116-5-D6	0	116	5	6	metro	1	delayed	630dE	other	no
116-5-D7	0	116	5	7	metro	1	delayed	630dE	other	no
116-5-D8	0	116	5	8	metro	1	delayed	630dE	other	no
116-5-D9	0	116	5	9	metro	1	delayed	630dE	other	no
002-1D-5	0	2	1	-5	none	NA	on-time	630dE	other	no
002-1D-6	0	2	1	-6	none	NA	on-time	630dE	preAbx	no
002-1D4	0	2	1	4	none	NA	on-time	630dE	other	no
046-1D-6	0	46	1	-6	strep	0.1	on-time	630dE	preAbx	no
046-1D0	NA	46	1	0	strep	0.1	on-time	630dE	other	no
046-1D1	100	46	1	1	strep	0.1	on-time	630dE	other	no
046-1D10	0	46	1	10	strep	0.1	on-time	630dE	other	no
046-1D2	100	46	1	2	strep	0.1	on-time	630dE	other	no
046-1D3	0	46	1	3	strep	0.1	on-time	630dE	other	no
046-1D4	0	46	1	4	strep	0.1	on-time	630dE	other	no
046-1D5	0	46	1	5	strep	0.1	on-time	630dE	other	no
046-1D6	0	46	1	6	strep	0.1	on-time	630dE	other	no
046-1D7	0	46	1	7	strep	0.1	on-time	630dE	other	no
046-1D8	0	46	1	8	strep	0.1	on-time	630dE	other	no
046-1D9	0	46	1	9	strep	0.1	on-time	630dE	other	no
046-2D-6	0	46	2	-6	strep	0.1	on-time	630dE	preAbx	no
046-2D0	NA	46	2	0	strep	0.1	on-time	630dE	other	no
046-2D1	100	46	2	1	strep	0.1	on-time	630dE	other	no
046-2D10	0	46	2	10	strep	0.1	on-time	630dE	other	no
046-2D2	2100	46	2	2	strep	0.1	on-time	630dE	other	no
046-2D3	0	46	2	3	strep	0.1	on-time	630dE	other	no
046-2D4	0	46	2	4	strep	0.1	on-time	630dE	other	no
046-2D5	0	46	2	5	strep	0.1	on-time	630dE	other	no
046-2D6	0	46	2	6	strep	0.1	on-time	630dE	other	no
046-2D7	0	46	2	7	strep	0.1	on-time	630dE	other	no
046-2D8	0	46	2	8	strep	0.1	on-time	630dE	other	no
046-2D9	0	46	2	9	strep	0.1	on-time	630dE	other	no
046-3D-6	0	46	3	-6	strep	0.1	on-time	630dE	preAbx	no
046-3D0	NA	46	3	0	strep	0.1	on-time	630dE	other	no
046-3D1	4100	46	3	1	strep	0.1	on-time	630dE	other	no
046-3D10	0	46	3	10	strep	0.1	on-time	630dE	other	no
046-3D2	920000	46	3	2	strep	0.1	on-time	630dE	other	no
046-3D3	150000	46	3	3	strep	0.1	on-time	630dE	other	no
046-3D4	0	46	3	4	strep	0.1	on-time	630dE	other	no
046-3D5	0	46	3	5	strep	0.1	on-time	630dE	other	no
046-3D6	0	46	3	6	strep	0.1	on-time	630dE	other	no
046-3D7	0	46	3	7	strep	0.1	on-time	630dE	other	no
046-3D8	0	46	3	8	strep	0.1	on-time	630dE	other	no
046-3D9	0	46	3	9	strep	0.1	on-time	630dE	other	no
088-1-D0	NA	88	1	0	strep	0.1	on-time	630dE	other	no
088-1-D1	0	88	1	1	strep	0.1	on-time	630dE	other	no
088-1-D10	0	88	1	10	strep	0.1	on-time	630dE	other	no
088-1-D2	0	88	1	2	strep	0.1	on-time	630dE	other	no
088-1-D3	8200	88	1	3	strep	0.1	on-time	630dE	other	no
088-1-D4	0	88	1	4	strep	0.1	on-time	630dE	other	no
088-1-D5	0	88	1	5	strep	0.1	on-time	630dE	other	no
088-1-D6	0	88	1	6	strep	0.1	on-time	630dE	other	no
088-1-D7	0	88	1	7	strep	0.1	on-time	630dE	other	no
088-1-D8	0	88	1	8	strep	0.1	on-time	630dE	other	no
088-1-D9	0	88	1	9	strep	0.1	on-time	630dE	other	no
088-2-D0	NA	88	2	0	strep	0.1	on-time	630dE	other	no
088-2-D1	0	88	2	1	strep	0.1	on-time	630dE	other	no
088-2-D10	0	88	2	10	strep	0.1	on-time	630dE	other	no
088-2-D2	400	88	2	2	strep	0.1	on-time	630dE	other	no
088-2-D3	0	88	2	3	strep	0.1	on-time	630dE	other	no
088-2-D4	0	88	2	4	strep	0.1	on-time	630dE	other	no
088-2-D5	0	88	2	5	strep	0.1	on-time	630dE	other	no
088-2-D6	0	88	2	6	strep	0.1	on-time	630dE	other	no
088-2-D7	0	88	2	7	strep	0.1	on-time	630dE	other	no
088-2-D8	0	88	2	8	strep	0.1	on-time	630dE	other	no
088-2-D9	0	88	2	9	strep	0.1	on-time	630dE	other	no
088-3-D-6	0	88	3	-6	strep	0.1	on-time	630dE	preAbx	no
088-3-D0	NA	88	3	0	strep	0.1	on-time	630dE	other	no
088-3-D1	0	88	3	1	strep	0.1	on-time	630dE	other	no
088-3-D10	0	88	3	10	strep	0.1	on-time	630dE	other	no
088-3-D2	100	88	3	2	strep	0.1	on-time	630dE	other	no
088-3-D3	1500	88	3	3	strep	0.1	on-time	630dE	other	no
088-3-D4	0	88	3	4	strep	0.1	on-time	630dE	other	no
088-3-D5	0	88	3	5	strep	0.1	on-time	630dE	other	no
088-3-D6	0	88	3	6	strep	0.1	on-time	630dE	other	no
088-3-D7	0	88	3	7	strep	0.1	on-time	630dE	other	no
088-3-D8	0	88	3	8	strep	0.1	on-time	630dE	other	no
088-3-D9	0	88	3	9	strep	0.1	on-time	630dE	other	no
088-4-D0	NA	88	4	0	strep	0.1	on-time	630dE	other	no
088-4-D1	2000	88	4	1	strep	0.1	on-time	630dE	other	no
088-4-D10	0	88	4	10	strep	0.1	on-time	630dE	other	no
088-4-D2	0	88	4	2	strep	0.1	on-time	630dE	other	no
088-4-D3	160000	88	4	3	strep	0.1	on-time	630dE	other	no
088-4-D4	50000	88	4	4	strep	0.1	on-time	630dE	other	no
088-4-D5	2800	88	4	5	strep	0.1	on-time	630dE	other	no
088-4-D6	0	88	4	6	strep	0.1	on-time	630dE	other	no
088-4-D7	0	88	4	7	strep	0.1	on-time	630dE	other	no
088-4-D8	0	88	4	8	strep	0.1	on-time	630dE	other	no
088-4-D9	0	88	4	9	strep	0.1	on-time	630dE	other	no
095-1-D-6	0	95	1	-6	strep	0.1	on-time	630dE	preAbx	no
095-1-D0	NA	95	1	0	strep	0.1	on-time	630dE	other	no
095-1-D1	0	95	1	1	strep	0.1	on-time	630dE	other	no
095-1-D10	0	95	1	10	strep	0.1	on-time	630dE	other	no
095-1-D2	0	95	1	2	strep	0.1	on-time	630dE	other	no
095-1-D3	0	95	1	3	strep	0.1	on-time	630dE	other	no
095-1-D4	0	95	1	4	strep	0.1	on-time	630dE	other	no
095-1-D5	0	95	1	5	strep	0.1	on-time	630dE	other	no
095-1-D6	0	95	1	6	strep	0.1	on-time	630dE	other	no
095-1-D7	0	95	1	7	strep	0.1	on-time	630dE	other	no
095-1-D8	0	95	1	8	strep	0.1	on-time	630dE	other	no
095-1-D9	0	95	1	9	strep	0.1	on-time	630dE	other	no
095-2-D-6	0	95	2	-6	strep	0.1	on-time	630dE	preAbx	no
095-2-D0	NA	95	2	0	strep	0.1	on-time	630dE	other	no
095-2-D1	0	95	2	1	strep	0.1	on-time	630dE	other	no
095-2-D10	0	95	2	10	strep	0.1	on-time	630dE	other	no
095-2-D2	0	95	2	2	strep	0.1	on-time	630dE	other	no
095-2-D3	0	95	2	3	strep	0.1	on-time	630dE	other	no
095-2-D4	0	95	2	4	strep	0.1	on-time	630dE	other	no
095-2-D5	0	95	2	5	strep	0.1	on-time	630dE	other	no
095-2-D6	0	95	2	6	strep	0.1	on-time	630dE	other	no
095-2-D7	0	95	2	7	strep	0.1	on-time	630dE	other	no
095-2-D8	0	95	2	8	strep	0.1	on-time	630dE	other	no
095-2-D9	0	95	2	9	strep	0.1	on-time	630dE	other	no
095-3-D-6	0	95	3	-6	strep	0.1	on-time	630dE	preAbx	no
095-3-D0	NA	95	3	0	strep	0.1	on-time	630dE	other	no
095-3-D1	0	95	3	1	strep	0.1	on-time	630dE	other	no
095-3-D10	0	95	3	10	strep	0.1	on-time	630dE	other	no
095-3-D2	0	95	3	2	strep	0.1	on-time	630dE	other	no
095-3-D3	0	95	3	3	strep	0.1	on-time	630dE	other	no
095-3-D4	0	95	3	4	strep	0.1	on-time	630dE	other	no
095-3-D5	0	95	3	5	strep	0.1	on-time	630dE	other	no
095-3-D6	0	95	3	6	strep	0.1	on-time	630dE	other	no
095-3-D7	0	95	3	7	strep	0.1	on-time	630dE	other	no
095-3-D8	0	95	3	8	strep	0.1	on-time	630dE	other	no
095-3-D9	0	95	3	9	strep	0.1	on-time	630dE	other	no
048-1D-6	0	48	1	-6	strep	0.5	on-time	630dE	preAbx	no
048-1D0	NA	48	1	0	strep	0.5	on-time	630dE	other	no
048-1D1	1250000	48	1	1	strep	0.5	on-time	630dE	other	no
048-1D10	2500	48	1	10	strep	0.5	on-time	630dE	other	no
048-1D2	9200000	48	1	2	strep	0.5	on-time	630dE	other	no
048-1D3	4700000	48	1	3	strep	0.5	on-time	630dE	other	no
048-1D4	7800000	48	1	4	strep	0.5	on-time	630dE	other	no
048-1D5	NA	48	1	5	strep	0.5	on-time	630dE	other	no
048-1D6	214000	48	1	6	strep	0.5	on-time	630dE	other	no
048-1D7	90000	48	1	7	strep	0.5	on-time	630dE	other	no
048-1D8	100000	48	1	8	strep	0.5	on-time	630dE	other	no
048-1D9	17000	48	1	9	strep	0.5	on-time	630dE	other	no
048-2D-6	0	48	2	-6	strep	0.5	on-time	630dE	preAbx	no
048-2D0	NA	48	2	0	strep	0.5	on-time	630dE	other	no
048-2D1	3400000	48	2	1	strep	0.5	on-time	630dE	other	no
048-2D10	0	48	2	10	strep	0.5	on-time	630dE	other	no
048-2D2	8000000	48	2	2	strep	0.5	on-time	630dE	other	no
048-2D3	160000	48	2	3	strep	0.5	on-time	630dE	other	no
048-2D4	960000	48	2	4	strep	0.5	on-time	630dE	other	no
048-2D6	416000	48	2	6	strep	0.5	on-time	630dE	other	no
048-2D7	32000	48	2	7	strep	0.5	on-time	630dE	other	no
048-2D8	71000	48	2	8	strep	0.5	on-time	630dE	other	no
048-2D9	1000	48	2	9	strep	0.5	on-time	630dE	other	no
048-3D-6	0	48	3	-6	strep	0.5	on-time	630dE	preAbx	no
048-3D0	NA	48	3	0	strep	0.5	on-time	630dE	other	no
048-3D1	4040000	48	3	1	strep	0.5	on-time	630dE	other	no
048-3D10	2700	48	3	10	strep	0.5	on-time	630dE	other	no
048-3D2	4500000	48	3	2	strep	0.5	on-time	630dE	other	no
048-3D3	4000000	48	3	3	strep	0.5	on-time	630dE	other	no
048-3D4	4500000	48	3	4	strep	0.5	on-time	630dE	other	no
048-3D5	NA	48	3	5	strep	0.5	on-time	630dE	other	no
048-3D6	294000	48	3	6	strep	0.5	on-time	630dE	other	no
048-3D7	870000	48	3	7	strep	0.5	on-time	630dE	other	no
048-3D8	517000	48	3	8	strep	0.5	on-time	630dE	other	no
048-3D9	22000	48	3	9	strep	0.5	on-time	630dE	other	no
048-4D-6	0	48	4	-6	strep	0.5	on-time	630dE	preAbx	no
048-4D0	NA	48	4	0	strep	0.5	on-time	630dE	other	no
048-4D1	5700000	48	4	1	strep	0.5	on-time	630dE	other	no
048-4D10	0	48	4	10	strep	0.5	on-time	630dE	other	no
048-4D2	8600000	48	4	2	strep	0.5	on-time	630dE	other	no
048-4D3	4700000	48	4	3	strep	0.5	on-time	630dE	other	no
048-4D4	1700000	48	4	4	strep	0.5	on-time	630dE	other	no
048-4D5	NA	48	4	5	strep	0.5	on-time	630dE	other	no
048-4D6	32000	48	4	6	strep	0.5	on-time	630dE	other	no
048-4D7	6000	48	4	7	strep	0.5	on-time	630dE	other	no
048-4D8	38000	48	4	8	strep	0.5	on-time	630dE	other	no
048-4D9	1000	48	4	9	strep	0.5	on-time	630dE	other	no
089-1-D0	NA	89	1	0	strep	0.5	on-time	630dE	other	no
089-1-D1	2600000	89	1	1	strep	0.5	on-time	630dE	other	no
089-1-D10	0	89	1	10	strep	0.5	on-time	630dE	other	no
089-1-D2	12400000	89	1	2	strep	0.5	on-time	630dE	other	no
089-1-D3	10000000	89	1	3	strep	0.5	on-time	630dE	other	no
089-1-D4	6700000	89	1	4	strep	0.5	on-time	630dE	other	no
089-1-D5	3500000	89	1	5	strep	0.5	on-time	630dE	other	no
089-1-D6	5400000	89	1	6	strep	0.5	on-time	630dE	other	no
089-1-D7	2000000	89	1	7	strep	0.5	on-time	630dE	other	no
089-1-D8	1890000	89	1	8	strep	0.5	on-time	630dE	other	no
089-1-D9	1950000	89	1	9	strep	0.5	on-time	630dE	other	no
089-2-D-6	0	89	2	-6	strep	0.5	on-time	630dE	preAbx	no
089-2-D0	NA	89	2	0	strep	0.5	on-time	630dE	other	no
089-2-D1	1770000	89	2	1	strep	0.5	on-time	630dE	other	no
089-2-D10	3700000	89	2	10	strep	0.5	on-time	630dE	other	no
089-2-D2	3900000	89	2	2	strep	0.5	on-time	630dE	other	no
089-2-D3	7500000	89	2	3	strep	0.5	on-time	630dE	other	no
089-2-D4	14800000	89	2	4	strep	0.5	on-time	630dE	other	no
089-2-D5	12400000	89	2	5	strep	0.5	on-time	630dE	other	no
089-2-D6	5500000	89	2	6	strep	0.5	on-time	630dE	other	no
089-2-D7	5200000	89	2	7	strep	0.5	on-time	630dE	other	no
089-2-D8	2980000	89	2	8	strep	0.5	on-time	630dE	other	no
089-2-D9	1170000	89	2	9	strep	0.5	on-time	630dE	other	no
089-3-D-6	0	89	3	-6	strep	0.5	on-time	630dE	preAbx	no
089-3-D0	NA	89	3	0	strep	0.5	on-time	630dE	other	no
089-3-D1	4130000	89	3	1	strep	0.5	on-time	630dE	other	no
089-3-D10	4000000	89	3	10	strep	0.5	on-time	630dE	other	no
089-3-D2	12600000	89	3	2	strep	0.5	on-time	630dE	other	no
089-3-D3	17500000	89	3	3	strep	0.5	on-time	630dE	other	no
089-3-D4	3600000	89	3	4	strep	0.5	on-time	630dE	other	no
089-3-D5	1500000	89	3	5	strep	0.5	on-time	630dE	other	no
089-3-D6	1900000	89	3	6	strep	0.5	on-time	630dE	other	no
089-3-D8	2630000	89	3	8	strep	0.5	on-time	630dE	other	no
089-3-D9	1640000	89	3	9	strep	0.5	on-time	630dE	other	no
089-4-D-6	0	89	4	-6	strep	0.5	on-time	630dE	preAbx	no
089-4-D0	NA	89	4	0	strep	0.5	on-time	630dE	other	no
089-4-D1	1250000	89	4	1	strep	0.5	on-time	630dE	other	no
089-4-D10	7600000	89	4	10	strep	0.5	on-time	630dE	other	no
089-4-D2	11200000	89	4	2	strep	0.5	on-time	630dE	other	no
089-4-D3	9700000	89	4	3	strep	0.5	on-time	630dE	other	no
